count,country,state,city,zip_code,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,Churn,churn_value,churn_score,cltv,churn_reason
1,United States,California,Yreka,96097,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.95,6468.6,0,0,54,6091,Attitude of support person
1,United States,California,Blairsden Graeagle,96103,Male,No,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,675.6,0,0,73,4136,Attitude of support person
1,United States,California,Cedarville,96104,Male,No,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95,3521.7,0,0,77,6395,Attitude of support person
1,United States,California,Chilcoot,96105,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,923.1,0,0,72,5579,Attitude of support person
1,United States,California,Clio,96106,Male,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.4,1110.35,0,0,73,4497,Attitude of support person
1,United States,California,Coleville,96107,Male,No,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45,1611.65,0,0,23,4818,Attitude of support person
1,United States,California,Doyle,96109,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,5553.25,0,0,45,5286,Attitude of support person
1,United States,California,Eagleville,96110,Female,No,Yes,Yes,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.05,44.75,0,0,22,4998,Attitude of support person
1,United States,California,Herlong,96113,Female,No,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.6,3231.05,0,0,52,5433,Attitude of support person
1,United States,California,Janesville,96114,Female,No,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,5129.45,0,0,55,4971,Attitude of support person
1,United States,California,Litchfield,96117,Male,No,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,0,0,58,5924,Attitude of support person
1,United States,California,Loyalton,96118,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,0,0,70,4278,Attitude of support person
1,United States,California,Madeline,96119,Female,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,2627.2,0,0,39,3792,Attitude of support person
1,United States,California,Markleeville,96120,Male,No,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.95,4741.45,0,0,43,5036,Attitude of support person
1,United States,California,Milford,96121,Male,Yes,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,0,0,40,5469,Attitude of support person
1,United States,California,Calpine,96124,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,0,0,31,4633,Attitude of support person
1,United States,California,Sierra City,96125,Male,No,Yes,No,63,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59.0,3707.6,0,0,20,5639,Attitude of support person
1,United States,California,Sierraville,96126,Female,No,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.95,220.45,0,0,67,2754,Attitude of support person
1,United States,California,Standish,96128,Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,1133.7,0,0,70,4200,Attitude of support person
1,United States,California,Susanville,96130,Male,No,No,No,66,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,1983.15,0,0,55,5112,Attitude of support person
1,United States,California,Termo,96132,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4,5746.75,0,0,34,5045,Attitude of support person
1,United States,California,Tulelake,96134,Female,No,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,134.05,0,0,70,3575,Attitude of support person
1,United States,California,Wendel,96136,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,0,0,76,5993,Attitude of support person
1,United States,California,Westwood,96137,Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,573.05,0,0,59,2712,Attitude of support person
1,United States,California,Carnelian Bay,96140,Male,No,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,3419.3,0,0,76,3347,Attitude of support person
1,United States,California,Kings Beach,96143,Female,No,Yes,No,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,3801.3,0,0,35,5631,Attitude of support person
1,United States,California,Olympic Valley,96146,Male,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,0,0,71,6214,Attitude of support person
1,United States,California,Tahoe Vista,96148,Female,No,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,1439.35,0,0,69,3056,Attitude of support person
1,United States,California,Los Angeles,90001,Male,No,Yes,No,17,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.4,592.75,0,0,45,4207,Attitude of support person
1,United States,California,Los Angeles,90002,Male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,0,0,20,4927,Attitude of support person
1,United States,California,Los Angeles,90003,Male,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,18.8,0,0,51,5160,Attitude of support person
1,United States,California,Los Angeles,90005,Female,No,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.8,4921.2,0,0,20,5249,Attitude of support person
1,United States,California,Los Angeles,90006,Male,No,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.6,901.25,0,0,56,2980,Attitude of support person
1,United States,California,Los Angeles,90008,Male,No,Yes,No,68,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.8,4859.95,0,0,61,5540,Attitude of support person
1,United States,California,Los Angeles,90010,Male,No,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.4,1139.2,0,0,33,3159,Attitude of support person
1,United States,California,Los Angeles,90011,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45,0,0,64,5225,Attitude of support person
1,United States,California,Los Angeles,90015,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.85,663.55,0,0,38,4834,Attitude of support person
1,United States,California,Los Angeles,90016,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,174.65,0,0,37,2653,Attitude of support person
1,United States,California,Los Angeles,90017,Male,No,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.8,321.7,0,0,22,4527,Attitude of support person
1,United States,California,Los Angeles,90018,Female,No,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.65,5125.5,0,0,75,3974,Attitude of support person
1,United States,California,Los Angeles,90019,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.6,548.9,0,0,57,2142,Attitude of support person
1,United States,California,Los Angeles,90021,Male,No,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,7031.3,0,0,80,4663,Attitude of support person
1,United States,California,Los Angeles,90022,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.1,5016.65,0,0,42,4658,Attitude of support person
1,United States,California,Los Angeles,90024,Female,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,611.45,0,0,67,2267,Attitude of support person
1,United States,California,Los Angeles,90026,Female,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,319.85,0,0,62,2841,Attitude of support person
1,United States,California,Los Angeles,90027,Male,No,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,153.3,0,0,52,2882,Attitude of support person
1,United States,California,Los Angeles,90028,Female,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.4,7035.6,0,0,64,5703,Attitude of support person
1,United States,California,Los Angeles,90029,Male,Yes,No,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.75,344.2,0,0,57,3779,Attitude of support person
1,United States,California,Los Angeles,90031,Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.45,1431.65,0,0,78,5623,Attitude of support person
1,United States,California,Los Angeles,90032,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1849.2,0,0,35,6126,Attitude of support person
1,United States,California,Los Angeles,90033,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,85.25,6083.1,0,0,52,6275,Attitude of support person
1,United States,California,Los Angeles,90034,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,426.65,0,0,35,4617,Attitude of support person
1,United States,California,Los Angeles,90035,Female,No,No,Yes,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.15,1655.35,0,0,74,5879,Attitude of support person
1,United States,California,Los Angeles,90036,Male,Yes,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,1943.9,0,0,65,2534,Attitude of support person
1,United States,California,Los Angeles,90038,Male,No,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.4,314.95,0,0,65,3277,Attitude of support person
1,United States,California,Los Angeles,90039,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,804.85,0,0,64,3915,Attitude of support person
1,United States,California,Los Angeles,90040,Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,465.7,0,0,76,3332,Attitude of support person
1,United States,California,Los Angeles,90041,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,0,0,49,4551,Attitude of support person
1,United States,California,Los Angeles,90042,Male,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1161.75,0,0,50,6315,Attitude of support person
1,United States,California,Los Angeles,90043,Male,No,Yes,No,39,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.25,947.75,0,0,21,4259,Attitude of support person
1,United States,California,Los Angeles,90044,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,0,0,53,6274,Attitude of support person
1,United States,California,Los Angeles,90046,Male,No,Yes,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,70.7,3770,0,0,77,5276,Attitude of support person
1,United States,California,Los Angeles,90048,Female,No,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55,4707.85,0,0,64,4626,Attitude of support person
1,United States,California,Los Angeles,90049,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.8,6152.4,0,0,43,5952,Attitude of support person
1,United States,California,Los Angeles,90056,Female,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,958.1,0,0,49,5956,Attitude of support person
1,United States,California,Los Angeles,90057,Male,No,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.45,943,0,0,72,4342,Attitude of support person
1,United States,California,Los Angeles,90061,Male,No,No,No,11,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.65,425.1,0,0,61,4986,Attitude of support person
1,United States,California,Los Angeles,90063,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.45,5044.8,0,0,42,5140,Attitude of support person
1,United States,California,Los Angeles,90064,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.65,6743.55,0,0,20,5709,Attitude of support person
1,United States,California,Los Angeles,90065,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,196.4,0,0,74,2868,Attitude of support person
1,United States,California,Los Angeles,90067,Male,Yes,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.1,2093.9,0,0,75,3415,Attitude of support person
1,United States,California,Los Angeles,90068,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.75,417.75,0,0,36,5269,Attitude of support person
1,United States,California,West Hollywood,90069,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.4,1725.4,0,0,56,4412,Attitude of support person
1,United States,California,Los Angeles,90071,Female,No,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,55.25,1620.2,0,0,55,5481,Attitude of support person
1,United States,California,Los Angeles,90077,Male,No,Yes,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.35,3169.55,0,0,49,4729,Attitude of support person
1,United States,California,Bell,90201,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,5233.25,0,0,33,5395,Attitude of support person
1,United States,California,Beverly Hills,90210,Female,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,967.85,0,0,47,2320,Attitude of support person
1,United States,California,Beverly Hills,90211,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.75,438.05,0,0,53,5317,Attitude of support person
1,United States,California,Beverly Hills,90212,Male,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1421.9,0,0,36,6436,Attitude of support person
1,United States,California,Compton,90220,Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,0,0,70,2093,Attitude of support person
1,United States,California,Compton,90221,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.95,318.6,0,0,70,5653,Attitude of support person
1,United States,California,Compton,90222,Female,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7,0,0,53,2885,Attitude of support person
1,United States,California,Culver City,90232,Female,No,No,No,51,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),56.4,2928.5,0,0,62,4380,Attitude of support person
1,United States,California,Downey,90240,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,100.35,0,0,42,5874,Attitude of support person
1,United States,California,Downey,90241,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.9,273.2,0,0,58,2330,Attitude of support person
1,United States,California,Downey,90242,Female,Yes,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1608.15,0,0,54,4425,Attitude of support person
1,United States,California,El Segundo,90245,Male,No,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.9,1441.95,0,0,45,3712,Attitude of support person
1,United States,California,Gardena,90247,Male,No,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05,2168.15,0,0,37,4443,Attitude of support person
1,United States,California,Gardena,90248,Female,No,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.65,3618.7,0,0,41,5937,Attitude of support person
1,United States,California,Gardena,90249,Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),89.45,5692.65,0,0,67,5519,Attitude of support person
1,United States,California,Huntington Park,90255,Male,Yes,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,99.0,5969.3,0,0,20,5177,Attitude of support person
1,United States,California,Lawndale,90260,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,19.05,0,0,59,5279,Attitude of support person
1,United States,California,Malibu,90263,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.45,8100.55,0,0,32,4700,Attitude of support person
1,United States,California,Manhattan Beach,90266,Female,No,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.25,313.45,0,0,58,5014,Attitude of support person
1,United States,California,Maywood,90270,Female,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55,6130.95,0,0,38,4958,Attitude of support person
1,United States,California,Palos Verdes Peninsula,90274,Male,No,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.4,745.3,0,0,72,5918,Attitude of support person
1,United States,California,Rancho Palos Verdes,90275,Male,No,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.4,1212.1,0,0,39,3360,Attitude of support person
1,United States,California,Redondo Beach,90278,Male,No,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,1583.5,0,0,51,4833,Attitude of support person
1,United States,California,South Gate,90280,Female,No,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,4162.05,0,0,65,2719,Attitude of support person
1,United States,California,Topanga,90290,Female,No,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1119.9,0,0,59,4681,Attitude of support person
1,United States,California,Venice,90291,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.45,8013.55,0,0,20,5567,Attitude of support person
1,United States,California,Playa Del Rey,90293,Female,No,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1102.4,0,0,40,4212,Attitude of support person
1,United States,California,Inglewood,90301,Male,Yes,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.75,5832,0,0,46,4993,Attitude of support person
1,United States,California,Inglewood,90302,Female,No,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5,0,0,45,5306,Attitude of support person
1,United States,California,Inglewood,90304,Male,No,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),48.7,1421.75,0,0,30,3560,Attitude of support person
1,United States,California,Inglewood,90305,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),96.6,6827.5,0,0,78,5153,Attitude of support person
1,United States,California,Santa Monica,90401,Male,No,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),74.3,4698.05,0,0,77,5974,Attitude of support person
1,United States,California,Santa Monica,90402,Female,No,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.3,654.5,0,0,63,3854,Attitude of support person
1,United States,California,Santa Monica,90403,Female,Yes,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.85,3268.05,0,0,71,3253,Attitude of support person
1,United States,California,Santa Monica,90404,Male,No,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),79.95,4362.05,0,0,48,4387,Attitude of support person
1,United States,California,Santa Monica,90405,Female,No,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1386.9,0,0,63,5740,Attitude of support person
1,United States,California,Torrance,90501,Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,415.4,0,0,32,4958,Attitude of support person
1,United States,California,Torrance,90502,Male,No,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.9,2614.1,0,0,41,4322,Attitude of support person
1,United States,California,Torrance,90503,Male,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,1513.6,0,0,38,6490,Attitude of support person
1,United States,California,Torrance,90504,Male,No,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,0,0,34,2622,Attitude of support person
1,United States,California,Torrance,90505,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.4,80.95,0,0,45,4964,Attitude of support person
1,United States,California,Whittier,90601,Male,No,Yes,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,75.7,4676.7,0,0,62,5113,Attitude of support person
1,United States,California,Whittier,90602,Female,No,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),110.65,6526.65,0,0,55,4761,Attitude of support person
1,United States,California,Whittier,90603,Female,No,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,583.3,0,0,31,2269,Attitude of support person
1,United States,California,Whittier,90604,Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8078.1,0,0,24,4144,Attitude of support person
1,United States,California,Whittier,90605,Female,No,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.55,3503.5,0,0,63,6312,Attitude of support person
1,United States,California,Whittier,90606,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45,0,0,63,6035,Attitude of support person
1,United States,California,Cypress,90630,Female,No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.35,1292.65,0,0,27,6303,Attitude of support person
1,United States,California,La Habra,90631,Male,No,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75,0,0,58,5068,Attitude of support person
1,United States,California,La Mirada,90638,Male,Yes,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.05,7108.2,0,0,29,5692,Attitude of support person
1,United States,California,Montebello,90640,Male,Yes,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,1802.55,0,0,69,4055,Attitude of support person
1,United States,California,Norwalk,90650,Female,No,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,0,0,26,2885,Attitude of support person
1,United States,California,Pico Rivera,90660,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,1859.1,0,0,71,4185,Attitude of support person
1,United States,California,Santa Fe Springs,90670,Female,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,168.5,0,0,52,2686,Attitude of support person
1,United States,California,Artesia,90701,Male,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.35,6339.45,0,0,73,4040,Attitude of support person
1,United States,California,Cerritos,90703,Female,Yes,No,No,26,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.05,1652.4,0,0,43,3225,Attitude of support person
1,United States,California,Harbor City,90710,Male,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.2,6392.85,0,0,43,4451,Attitude of support person
1,United States,California,Lakewood,90713,Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4599.15,0,0,36,5573,Attitude of support person
